-0.06563336	0.012179229	0.07441271	-0.0081520295	0.0010419376	-0.0037953353	-0.039052542	0.005945289	0.014663502	0.0060218964	0.09491319	-0.07585127	-0.05639353	-0.052034337	0.05297502	0.045928568
-0.088986315	0.0041861935	0.045042764	0.0025813668	-0.035240453	-0.030847551	-0.116555214	0.035793252	-0.0010905619	-0.011089637	0.022761406	-0.048018437	-0.07238331	-0.00792701	0.056988124	0.04892242
-0.06688761	0.01487761	0.027346598	-0.06558257	-0.038000435	-0.030453874	-0.028346507	0.025067654	-0.00027619983	-0.018290842	0.0019297653	-0.01706118	-0.040568683	0.03313154	0.033502903	0.041384526
0.0067978958	0.009522494	0.05521698	-0.011435272	-0.12883507	-0.076561615	-0.07799115	0.025671529	0.028501239	0.026664136	0.059407298	-0.055411194	-0.016938148	0.03993788	0.022088394	0.0834659
0.008483868	0.025268773	0.05034842	0.036198694	-0.04433367	-0.010050699	-0.05960853	0.081314705	0.018853018	-0.0054804934	0.0070145517	-0.058915235	-0.01534336	0.0035305156	-0.03682303	0.0151723195
-0.07833376	-0.015486057	0.002502208	-0.03417375	-0.102593616	0.015762558	-0.096070066	0.029241582	-0.038286734	0.015391386	0.022266831	0.01286992	-0.061684858	-0.021556959	0.009359884	-0.014529768
-0.007820389	0.033564746	0.07294528	-0.02588136	-0.04450696	-0.05357944	-0.105110146	0.09020199	0.023290724	-0.026185941	-0.024426186	-0.078124374	-0.057670426	-0.048149977	0.0034185946	0.059102483
-0.043917377	-0.042608034	0.09975906	0.010741382	-0.12341652	0.009726507	0.014644649	0.0435793	-0.047889754	-0.005629333	0.01858737	-0.016342487	-0.035345294	-0.054260947	0.068750925	0.050450917
-0.045183122	-0.05024646	0.03785504	0.003530796	-0.062361825	-0.06262808	-0.04823909	0.074796215	-0.018148208	0.07139873	0.03233568	0.011810889	-0.06736517	-0.0020959624	0.029095475	0.07912881
-0.09149186	-0.036444273	0.1728685	-0.014416888	-0.043293808	-0.056381173	-0.022069214	0.018902602	0.0077013983	-0.046982124	-0.0015387622	0.031535286	-0.03276655	0.022992566	0.018957153	0.016394297
-0.08759721	-0.027326109	0.09954903	0.028359441	-0.012448289	-0.036998104	-0.022209384	-0.009820669	0.08437562	-0.015980095	0.028813992	-0.0363713	-0.024586337	0.00043497674	0.038559534	0.04119588
-0.088111125	-0.07375266	0.06703476	-0.020628754	-0.02493981	-0.025767678	-0.04372721	0.075456135	0.05357635	0.0061802524	0.09460691	-0.01677741	-0.006892682	0.017550332	0.01045663	0.052476645
-0.013628975	0.009883778	0.05530854	-0.00080094265	0.0017603051	0.01767933	-0.021259202	-0.02395961	0.03533529	0.027936505	0.02570689	-0.03266936	-0.036357485	-0.04397217	0.006813774	0.05948983
-0.09792865	-0.050373264	0.010952421	-0.009425067	-0.05698611	0.06629044	-0.08355155	0.036764413	0.030623337	0.03783674	-0.02480547	-0.06224384	0.021151956	-0.09830174	0.004050933	0.020180829
0.050605807	0.022126434	0.0114384	-0.038074225	-0.040197037	-0.033986058	-0.119094834	0.018292978	-0.04115506	-0.03913466	-0.03820104	-0.002864241	-0.02756617	-0.011125313	0.032889187	0.08666264
0.0019829005	-0.074584655	0.010410406	-0.046330016	-0.044879057	0.020623932	-0.07906151	-0.02189639	0.016688269	-0.07186028	0.06297749	-0.013220123	-0.053165194	-0.047601663	0.030624611	0.094121605
-0.04830486	-0.04268825	0.03236253	-0.055988207	0.022609498	0.031049712	0.006262731	-0.033828095	-0.003849718	0.015179682	0.028796133	-0.09172102	-0.06492865	0.03793758	0.10422626	0.057354324
-0.12924533	0.003777887	0.039593205	-0.02839445	-0.0021958668	0.055460643	-0.11195134	-0.001180353	0.01576822	-0.014771024	0.03067204	-0.06526129	0.009181892	-0.031335298	0.066790745	0.025201632
